cat,treeID,Z,HTLC_x,vol1,vol2,vol3,vol4,vol5,sfa1,sfa2,sfa3,sfa4,sfa5,UndHt,XTOP,YTOP,ZTOP,Carea,mCDst,plotID,uni,NNhere,CI_Carea,CI_Z,CI_mCDst,CI_HTLC,CI_vol1,CI_vol2,CI_vol3,CI_vol4,CI_vol5,CI_sfa1,CI_sfa2,CI_sfa3,CI_sfa4,CI_sfa5,SILVA1,SILVA2,X1,Y1,Id,Area,NL,pStV_LMR,pStV_RF,pDBH_LMR,pDBH_RF,geom_type,geom_x,geom_y,Z_ft,status,tree_idx_in_row,thin_decision
1469,2179,20.086,13.8,7.468,31.14,50.515,63.691,70.957,21.756,55.596,73.299,88.337,98.911,0.0,725426.653,4162637.291,20.08575,13.4297774062725,4.753,1,2178,7,1.92,1.689,1.795,1.81,2.529,2.009,1.73,1.759,1.614,2.235,1.995,1.725,1.765,1.645,5.0,118.0,725426.516,4162637.087,0,26844.5658775,22,14.8695110511794,14.543631,9.92259951634846,9.71987665168883,Point,725426.516,4162637.087,65.89895224,Alive,12,Keep
1434,2115,21.107,14.0,3.7,25.374,49.047,62.16,73.877,14.268,47.997,72.572,86.106,101.849,0.0,725429.429,4162639.27275,21.10675,12.1154915317602,4.475,1,2114,6,1.576,1.637,1.558,1.634,1.143,1.501,1.646,1.72,1.711,1.326,1.572,1.647,1.664,1.674,5.0,138.0,725429.378,4162639.228,0,26844.5658775,22,15.8072186064945,15.7493991666667,10.3516411932618,9.8257333353042,Point,725429.378,4162639.228,69.24868988,Alive,13,Keep
1397,2051,21.409,14.6,6.438,28.879,48.892,56.368,72.535,19.934,50.505,71.675,82.21,103.089,4.8,725432.568,4162641.38175,21.40875,12.0824679370853,4.543,1,2050,7,1.893,1.834,1.84,1.866,2.051,1.935,1.885,1.779,1.883,1.927,1.897,1.848,1.794,1.876,4.0,101.0,725432.447,4162641.287,0,26844.5658775,22,15.943677478515,17.5709181,10.2599182689301,9.72396335546913,Point,725432.447,4162641.287,70.23950356,Alive,14,Keep
1364,1985,22.579,14.6,5.132,25.343,50.989,59.319,75.334,16.903,45.752,76.253,86.77,107.168,13.4,725435.918,4162643.19325,22.57875,11.1067547811545,4.51,1,1984,7,1.734,1.933,1.828,1.905,1.581,1.71,1.914,1.818,1.909,1.607,1.733,1.938,1.858,1.914,4.0,100.0,725435.739,4162643.245,0,26844.5658775,22,17.0165596217078,18.7820466333333,10.7789210315513,10.3896966812965,Point,725435.739,4162643.245,74.07808636,Alive,15,Keep
1334,1939,22.642,15.2,3.746,24.414,43.891,57.208,64.706,13.961,46.245,68.272,85.506,98.742,0.0,725438.359,4162644.6465,22.6425,11.0593433746835,4.485,1,1938,6,1.589,1.791,1.661,1.869,1.086,1.568,1.51,1.628,1.524,1.245,1.647,1.58,1.694,1.641,4.0,118.0,725438.499,4162644.871,0,26844.5658775,22,15.8146482555365,17.3408282285715,10.3214637437367,9.6580566574005,Point,725438.499,4162644.871,74.28477928,Alive,16,Keep
1262,1804,21.216,13.2,4.526,21.217,41.738,56.757,70.428,15.762,42.118,66.358,85.057,102.895,0.0,725444.73575,4162649.498,21.216,10.6630184374662,4.515,1,1803,7,1.611,1.953,1.807,1.836,1.478,1.519,1.658,1.739,1.756,1.538,1.653,1.768,1.847,1.845,4.0,107.0,725444.768,4162649.45,0,26844.5658775,22,15.5666964313861,18.0681560333334,10.4765504614955,10.0895866908648,Point,725444.768,4162649.45,69.60630144000001,Alive,18,Keep
66,100,18.176,13.2,6.716,27.43,47.47,66.086,89.814,25.507,48.857,69.536,88.375,112.998,9.8,725445.513,4162652.63575,18.94125,14.261587437999,4.765,1,100,7,2.039,1.54,1.774,1.743,2.575,1.983,1.781,1.812,2.108,2.798,1.867,1.727,1.717,1.903,6.0,140.0,725447.545,4162651.854,0,26844.5658775,22,15.7063735436668,15.7536355666667,10.2121244218946,10.2262166031973,Point,725447.545,4162651.854,59.632547839999994,Alive,19,Keep
1195,1702,20.921,13.4,6.239,27.088,49.052,68.273,80.2,18.405,49.049,73.452,94.76,110.185,0.0,725450.69175,4162653.538,20.92075,11.5167016562336,4.507,1,1701,7,1.729,1.968,1.788,1.888,2.396,1.97,1.975,2.097,2.031,2.007,1.929,1.967,2.056,2.011,3.0,76.0,725450.652,4162653.302,0,26844.5658775,22,16.5550475895129,18.1234216333333,10.7604365548107,10.2550366881623,Point,725450.652,4162653.302,68.63845364,Alive,20,Keep
1161,1643,21.95,13.8,8.465,32.0,55.813,71.346,81.568,22.49,55.881,81.086,98.282,111.491,0.0,725454.11775,4162655.3685,21.94975,12.2693246247945,4.756,1,1642,7,1.862,1.881,1.857,1.796,3.157,2.206,2.109,2.169,1.956,2.435,2.088,2.035,2.079,1.889,5.0,125.0,725453.963,4162655.483,0,26844.5658775,22,17.250342495676,18.5006216333333,10.8982242549645,10.4099433558847,Point,725453.963,4162655.483,72.014438,Alive,21,Keep
1125,1585,21.49,14.0,6.834,27.962,51.359,61.224,72.549,22.269,49.278,75.581,86.906,105.077,0.0,725457.164,4162657.867,21.49025,11.409017593367,4.557,1,1584,6,1.798,1.757,1.802,1.742,2.504,1.951,2.103,2.074,2.052,2.333,1.823,1.965,1.936,1.983,5.0,121.0,725457.094,4162657.748,0,26844.5658775,22,15.9473771334891,17.7834771,10.2970760213028,9.85768335106177,Point,725457.094,4162657.748,70.5052516,Alive,22,Keep
2135,3161,19.803,17.4,4.027,23.247,44.26,65.549,86.277,15.205,46.361,68.463,92.871,115.647,0.0,725396.11525,4162603.512,19.80275,16.2434022502566,6.201,1,3160,8,1.797,1.664,1.991,13.995,1.523,1.568,1.375,1.432,1.513,1.634,1.641,1.479,1.555,1.614,0.0,0.0,725395.775,4162603.183,0,26844.5658775,26,16.7088311024737,17.7638899333333,11.2525282837057,11.439510004396,Point,725395.775,4162603.183,64.97047452,Alive,1,Keep
2096,3116,20.368,13.4,6.458,31.967,56.342,72.696,86.129,19.713,53.958,77.591,95.383,110.893,0.0,725399.65475,4162605.34675,20.36775,13.9187271875853,4.69,1,3115,7,1.716,1.639,1.555,1.679,2.57,2.092,1.916,1.821,1.734,2.184,1.858,1.765,1.725,1.657,2.0,40.0,725399.471,4162605.377,0,26844.5658775,26,16.9564625435814,17.3935407666667,10.7379686777476,10.2994366403389,Point,725399.471,4162605.377,66.82414912,Alive,2,Keep
2051,3059,19.442,14.8,3.394,26.754,44.405,55.762,74.512,13.766,49.565,68.451,80.839,103.622,11.2,725402.6995,4162606.7405,19.442,12.2227275624173,4.662,1,3058,7,1.867,1.756,1.87,2.064,1.173,1.964,1.738,1.681,1.87,1.424,1.953,1.786,1.728,1.868,1.0,27.0,725402.729,4162607.778,0,26844.5658775,26,15.0826365839439,17.3952183,10.0403124575392,9.74848667269214,Point,725402.729,4162607.778,63.78609128,Alive,3,Keep
2017,3014,19.589,12.8,5.759,29.872,51.545,60.335,71.106,19.01,53.903,75.48,85.317,99.656,0.0,725404.70125,4162610.6615,19.58875,12.4273551255319,4.749,1,3013,7,1.913,1.771,1.898,1.779,2.25,2.217,2.056,1.912,1.849,2.12,2.145,1.987,1.878,1.829,5.0,117.0,725405.574,4162609.535,0,26844.5658775,26,14.5680847559901,15.3417435285714,9.92499873781023,9.64896002546043,Point,725405.574,4162609.535,64.26837476,Alive,4,Keep
1980,2961,22.121,13.4,3.58,24.07,47.301,64.562,73.942,13.1,46.693,72.275,91.131,104.657,0.0,725408.92375,4162611.68075,22.121,11.7865347499028,4.521,1,2960,7,1.865,2.053,1.832,1.915,1.24,1.741,1.915,2.22,2.12,1.359,1.821,1.931,2.127,2.05,3.0,74.0,725408.703,4162611.592,0,26844.5658775,26,16.6293647708072,17.4880660666667,10.6377476386547,10.2460666618238,Point,725408.703,4162611.592,72.57546164,Alive,5,Keep
1937,2903,21.244,13.8,3.451,21.564,42.504,47.263,58.793,13.03,43.074,66.656,72.135,89.905,0.0,725411.34725,4162613.677,21.244,11.1639938747685,4.474,1,2902,7,1.747,1.911,1.812,1.925,1.177,1.477,1.649,1.51,1.611,1.362,1.627,1.732,1.6,1.711,4.0,101.0,725411.526,4162613.5,0,26844.5658775,26,14.2889204229431,14.3705549666667,9.80080608981869,9.6643466507889,Point,725411.526,4162613.5,69.69816496,Alive,6,Keep
1854,2781,21.197,14.4,5.801,25.339,39.333,57.808,67.992,18.933,47.292,62.273,84.952,99.527,0.0,725417.549,4162617.77925,21.19725,11.1483436558046,4.489,1,2780,8,1.978,2.109,2.016,2.177,2.688,2.036,1.796,2.175,2.092,2.519,2.047,1.866,2.169,2.114,4.0,112.0,725417.56,4162617.382,0,26844.5658775,26,15.2674397872641,15.7431790333334,10.1665351498563,9.70116338117243,Point,725417.56,4162617.382,69.54396548,Alive,8,Keep
1812,2721,21.631,14.2,8.013,28.754,53.003,66.824,85.282,22.995,50.882,76.751,92.012,113.04,0.0,725420.6255,4162619.42375,21.63125,13.1052241880534,5.051,1,2720,7,1.927,1.869,1.947,1.86,3.159,2.015,2.082,2.046,2.138,2.591,1.92,1.992,1.96,2.0,3.0,67.0,725420.85,4162619.569,0,26844.5658775,26,17.6083648936647,18.3449402333333,11.0680488205865,10.2270499885444,Point,725420.85,4162619.569,70.96785004,Alive,9,Keep
1734,2603,21.476,13.4,4.632,27.914,55.328,71.447,81.455,15.567,50.598,79.469,96.762,109.959,0.0,725426.50275,4162623.6575,21.47625,13.7316557190661,5.237,1,2602,5,1.371,1.379,1.464,1.346,1.047,1.401,1.385,1.393,1.303,1.101,1.401,1.384,1.399,1.325,6.0,147.0,725426.505,4162623.473,0,26844.5658775,26,16.8765691061095,15.9274461,11.026177226446,10.78383996771,Point,725426.505,4162623.473,70.45931983999999,Alive,10,Keep
1692,2541,20.646,14.2,7.762,28.073,46.838,60.613,78.101,21.641,49.729,71.059,87.734,110.872,0.0,725429.9645,4162625.15525,20.64575,11.6891269060143,4.646,1,2540,8,2.053,1.973,2.079,2.111,3.255,2.402,2.082,2.17,2.298,2.688,2.241,2.072,2.156,2.266,4.0,99.0,725429.908,4162625.489,0,26844.5658775,26,16.083426185737,16.9007317666667,10.4033739996829,9.9508633475431,Point,725429.908,4162625.489,67.73622264000001,Alive,11,Keep
93,157,17.476,5.2,12.905,39.578,67.449,96.865,119.366,34.694,65.061,91.346,118.299,139.849,0.0,725385.5115,4162610.69825,17.4765,18.2655026244465,5.702,1,157,7,1.93,1.376,1.658,0.695,5.737,2.822,2.194,2.083,2.052,4.0,2.327,1.946,1.889,1.864,16.0,271.0,725387.154,4162609.985,0,26844.5658775,23,18.2557404663334,19.23025006,11.74449721307,11.7973366146182,Point,725387.154,4162609.985,57.335959839999994,Alive,1,Keep
1993,2976,20.74,12.4,3.134,21.095,46.007,68.183,83.781,13.038,41.158,70.163,93.697,111.067,0.0,725391.465,4162610.64875,20.73975,12.4528834992962,4.871,1,2975,7,1.689,1.869,1.766,2.129,1.277,1.694,1.814,1.933,1.897,1.487,1.66,1.768,1.866,1.823,3.0,66.0,725391.278,4162610.707,0,26844.5658775,23,16.8667829871473,19.2721511,10.9938947486241,10.6773200168429,Point,725391.278,4162610.707,68.0446216,Alive,2,Keep
1955,2925,20.709,12.6,3.144,18.714,38.563,49.565,59.479,11.859,39.769,63.262,75.755,89.67,0.0,725394.45675,4162612.77875,20.7085,11.2131292497506,4.34,1,2924,8,1.926,2.1,1.902,2.04,1.607,1.76,1.784,1.742,1.707,1.655,1.911,1.891,1.842,1.819,6.0,160.0,725394.446,4162612.785,0,26844.5658775,23,13.8730303154507,14.1471462666667,9.69261158540431,9.83909671867786,Point,725394.446,4162612.785,67.94291556,Alive,3,Keep
1872,2806,21.182,13.6,3.45,21.901,47.329,56.237,70.573,12.795,42.958,72.36,81.688,101.057,0.0,725400.14375,4162616.66625,21.18225,12.3643193755997,4.91,1,2805,7,1.91,1.851,1.946,1.883,1.505,1.739,1.889,1.747,1.857,1.583,1.767,1.899,1.773,1.871,4.0,92.0,725400.465,4162616.88,0,26844.5658775,23,15.5987036820344,16.4523833952381,10.2953943134555,9.8312800303065,Point,725400.465,4162616.88,69.49475288,Alive,5,Keep
1825,2742,20.892,13.4,2.983,22.148,44.912,53.077,65.999,11.658,44.373,69.546,78.492,97.0,0.0,725403.6725,4162618.86275,20.892,11.7176383122569,4.535,1,2741,8,2.034,2.081,2.025,2.1,1.958,2.176,2.044,1.889,1.911,1.759,2.121,2.052,1.941,1.987,5.0,128.0,725403.638,4162618.801,0,26844.5658775,23,14.8059535889893,15.8188728666667,9.97755250826255,10.0068066926871,Point,725403.638,4162618.801,68.54330928,Alive,6,Keep
1791,2690,21.86,13.4,5.584,25.293,49.745,64.748,83.59,18.221,47.133,75.653,91.674,115.046,0.0,725406.6865,4162620.44975,21.86025,11.245877250476,4.505,1,2689,7,1.801,2.025,1.866,1.973,5.21,2.806,2.254,2.18,2.308,3.355,2.305,2.149,2.112,2.222,5.0,133.0,725406.693,4162620.7,0,26844.5658775,23,17.4000191377759,18.2237202,11.04185009836,10.1144233278973,Point,725406.693,4162620.7,71.7191624,Alive,7,Keep
1740,2617,21.07,13.0,6.759,29.19,52.503,68.942,81.432,20.602,50.507,74.654,93.123,109.192,0.0,725409.76225,4162622.82375,21.0695,12.8696181562154,4.737,1,2616,8,2.072,1.97,1.965,1.945,5.143,3.023,2.312,2.217,2.128,3.506,2.447,2.099,2.091,2.043,5.0,113.0,725409.817,4162622.94,0,26844.5658775,23,16.6972320054959,16.9448878,10.6354608809907,10.1451866812937,Point,725409.817,4162622.94,69.1272988,Alive,8,Keep
1703,2556,22.844,15.8,4.669,26.606,54.153,80.103,100.343,15.998,49.022,78.255,107.235,130.249,0.0,725413.304,4162625.27375,22.844,15.0384892802686,5.958,1,2555,7,1.834,1.824,1.955,2.041,1.489,1.663,1.737,1.927,2.009,1.541,1.675,1.72,1.894,1.945,0.0,0.0,725413.211,4162625.34,0,26844.5658775,23,20.2560163781727,20.9481616666666,12.3488470314738,10.8403299237557,Point,725413.211,4162625.34,74.94750896000001,Alive,9,Keep
1628,2444,20.854,13.4,8.783,34.123,63.117,88.844,112.43,23.569,57.348,86.72,112.739,137.05,0.0,725418.78125,4162628.512,20.85425,15.3305236871092,6.032,1,2443,6,1.619,1.527,1.734,1.552,2.634,2.09,1.867,1.934,1.992,2.109,1.861,1.752,1.81,1.83,4.0,97.0,725418.512,4162628.707,0,26844.5658775,23,20.0904375079415,19.3269099,12.5250553754739,10.519226644962,Point,725418.512,4162628.707,68.41863735999999,Alive,10,Keep
1587,2372,21.885,13.4,5.537,26.018,56.494,77.488,99.692,17.831,48.257,81.164,100.586,124.867,0.0,725421.6825,4162631.02075,21.8845,15.1607155007077,5.054,1,2371,7,1.884,1.74,1.671,1.669,1.5,1.557,1.796,1.896,1.938,1.552,1.596,1.761,1.786,1.804,4.0,96.0,725422.038,4162630.733,0,26844.5658775,23,19.323102158358,19.8707425,11.6641737725565,10.6984632431604,Point,725422.038,4162630.733,71.8011834,Alive,11,Keep
1552,2319,21.882,13.4,5.424,27.113,54.097,70.719,89.631,17.15,48.893,79.081,95.633,118.961,0.0,725424.7185,4162632.78975,21.882,13.1494211873069,4.877,1,2318,7,1.723,1.809,1.758,1.73,1.498,1.67,1.792,1.81,1.826,1.528,1.677,1.799,1.79,1.817,4.0,97.0,725424.981,4162632.891,0,26844.5658775,23,18.1851085907411,19.4868962333334,11.3511170805792,10.7343666893614,Point,725424.981,4162632.891,71.79134088,Alive,12,Keep
1488,2213,21.524,13.6,3.839,25.887,52.967,63.216,72.037,13.825,49.017,76.748,87.215,99.841,0.0,725430.09325,4162635.8415,21.5235,13.8222935310332,5.071,1,2212,6,1.68,1.602,1.679,1.555,0.894,1.323,1.524,1.492,1.401,1.036,1.439,1.546,1.507,1.434,4.0,92.0,725430.16,4162635.937,0,26844.5658775,23,15.9843467495825,15.2530353333333,10.471546063056,9.80280664568943,Point,725430.16,4162635.937,70.61680016,Alive,13,Keep
1445,2138,22.287,14.2,9.586,33.335,61.483,71.772,88.845,25.396,54.612,83.637,94.679,114.099,0.0,725433.53075,4162638.3535,22.28725,13.2211200618767,4.77,1,2137,6,1.695,1.633,1.613,1.588,2.776,1.885,1.888,1.855,1.928,2.199,1.716,1.76,1.732,1.757,3.0,66.0,725433.633,4162638.479,0,26844.5658775,23,18.4356336567001,18.6513161,11.2088947201155,10.4602066681227,Point,725433.633,4162638.479,73.12008107999999,Alive,14,Keep
1409,2070,22.764,14.6,8.136,30.945,59.382,70.46,87.667,24.947,53.225,83.451,95.2,117.039,0.0,725437.27775,4162640.609,22.76375,13.0490911553788,4.815,1,2069,8,2.265,2.109,2.138,2.065,2.895,2.303,2.414,2.433,2.586,2.728,2.211,2.289,2.277,2.403,5.0,118.0,725437.33,4162640.707,0,26844.5658775,23,18.4803407701258,15.5686637333333,11.1587206791733,9.95492334588636,Point,725437.33,4162640.707,74.68504176,Alive,15,Keep
1373,2003,21.524,13.8,5.621,25.96,48.88,59.1,71.55,18.379,47.379,72.959,85.643,101.378,0.0,725440.45375,4162642.783,21.52375,11.5391179682338,4.63,1,2002,6,1.579,1.656,1.653,1.63,1.814,1.586,1.645,1.622,1.722,1.757,1.585,1.65,1.646,1.71,6.0,151.0,725440.569,4162642.811,0,26844.5658775,23,15.7815405130096,15.5307154333333,10.3967501379172,9.73281001890864,Point,725440.569,4162642.811,70.61680016,Alive,16,Keep
1335,1940,21.634,14.4,5.608,27.197,48.15,59.31,76.782,17.854,49.498,71.606,84.687,107.309,0.0,725443.58775,4162644.84,21.634,11.7554942182323,4.524,1,1939,6,1.565,1.67,1.543,1.738,1.612,1.671,1.604,1.542,1.65,1.58,1.652,1.597,1.552,1.65,3.0,86.0,725443.545,4162644.78,0,26844.5658775,23,16.6049842319017,16.3608529666667,10.6209396174518,10.0971633558052,Point,725443.545,4162644.78,70.97769256,Alive,17,Keep
1295,1865,20.281,13.6,5.942,25.9,43.315,54.97,74.487,19.475,47.241,66.599,80.952,106.827,11.8,725446.6375,4162647.01175,20.281,11.5983111863025,4.733,1,1864,8,1.991,2.025,2.092,2.096,2.488,2.183,1.967,1.892,2.144,2.356,2.104,1.985,1.94,2.168,3.0,65.0,725446.232,4162647.1,0,26844.5658775,23,15.5259570858846,16.7718453666667,10.3247037571842,9.86426668231686,Point,725446.232,4162647.1,66.53871604,Alive,18,Keep
1200,1707,21.02,13.6,10.737,33.445,56.08,64.334,79.737,27.914,57.435,80.327,89.519,111.009,2.8,725453.789,4162653.8535,21.01975,12.2223224366317,4.785,1,1706,8,2.036,2.022,2.081,2.078,4.457,2.484,2.237,2.076,2.241,3.307,2.361,2.177,2.055,2.228,3.0,69.0,725455.217,4162652.85,0,26844.5658775,23,16.5843203882753,16.8706726,10.6507384669339,10.3719033504107,Point,725455.217,4162652.85,68.9632568,Alive,21,Keep
1174,1661,22.652,13.6,3.855,28.536,55.795,67.561,76.99,14.532,50.115,80.44,91.255,102.852,0.0,725458.5255,4162654.66225,22.6525,12.3433474055855,4.596,1,1660,8,2.121,2.182,2.012,1.993,1.341,2.105,2.389,2.391,2.255,1.525,2.032,2.278,2.213,2.082,5.0,122.0,725458.565,4162654.795,0,26844.5658775,23,17.1950823903947,16.0249437333333,10.7719491480462,10.2546833418399,Point,725458.565,4162654.795,74.31758768,Alive,22,Keep
132,222,18.164,10.8,5.728,23.352,42.161,55.734,69.089,20.107,46.848,68.336,85.215,105.768,10.6,725451.90125,4162509.37625,18.164,11.3888373122318,5.555,1,221,8,1.655,1.804,2.074,10.667,4.253,2.405,1.822,1.663,1.756,3.369,2.271,1.88,1.792,1.927,6.0,151.0,725452.548,4162509.822,0,26844.5658775,62,13.336009202843,14.6445703666667,10.2122933497516,9.97252337089416,Point,725452.548,4162509.822,59.59317776,Alive,1,Keep
133,223,19.517,12.0,2.334,16.661,33.892,44.587,50.088,11.368,36.554,60.834,76.038,86.654,10.2,725455.4345,4162508.059,19.5175,9.41001706244424,4.561,1,222,6,1.291,1.705,1.519,1.742,1.198,1.414,1.313,1.203,1.116,1.47,1.511,1.509,1.441,1.385,7.0,247.0,725454.838,4162508.952,0,26844.5658775,62,11.8276084144055,11.9011009666667,9.41001007654269,9.88163007209511,Point,725454.838,4162508.952,64.03215428,Alive,2,Keep
3230,4355,21.44,12.6,4.523,25.496,51.714,67.013,79.746,16.103,46.584,76.372,92.576,109.619,0.0,725456.674,4162511.79675,21.4405,12.0566124061152,5.0,1,4354,7,1.923,1.964,1.942,1.891,2.067,2.032,2.12,2.081,2.116,1.931,1.92,2.003,1.956,1.989,4.0,81.0,725456.331,4162511.88,0,26844.5658775,62,16.8262775055455,17.7705987333333,10.8599509210946,9.9889966826615,Point,725456.331,4162511.88,70.3412096,Alive,3,Keep
3226,4350,21.83,13.6,3.602,21.105,40.551,49.288,60.791,13.133,41.31,63.931,74.795,91.108,0.0,725459.14575,4162513.97225,21.83025,10.2561347501178,4.203,1,4349,6,1.456,1.741,1.552,1.729,1.325,1.426,1.412,1.309,1.337,1.379,1.506,1.492,1.416,1.445,5.0,138.0,725459.181,4162514.043,0,26844.5658775,62,14.7994106746598,16.3139659666667,9.97543661445057,9.76432329710324,Point,725459.181,4162514.043,71.6207372,Alive,4,Keep
3223,4347,22.303,14.0,3.764,22.681,49.476,64.593,83.965,13.946,43.841,72.54,88.303,112.222,0.0,725461.90525,4162515.752,22.3025,12.4909413753776,4.511,1,4346,6,1.732,1.717,1.609,1.741,1.624,1.579,1.765,1.838,2.017,1.634,1.596,1.702,1.736,1.87,5.0,116.0,725462.033,4162515.617,0,26844.5658775,62,17.770769697207,18.7313107333334,10.9274427562785,10.2470833411314,Point,725462.033,4162515.617,73.17257452,Alive,5,Keep
3218,4341,20.636,11.4,5.366,30.675,63.102,85.85,110.403,17.682,53.644,86.954,107.43,132.362,4.2,725465.60125,4162518.21075,20.63575,19.1335714997258,6.353,1,4340,7,2.116,1.537,1.883,1.471,2.287,1.984,1.931,1.951,2.087,2.048,1.831,1.816,1.794,1.873,6.0,97.0,725465.822,4162518.647,0,26844.5658775,62,19.7213814687447,18.1510531333333,12.1098821654469,11.1900533038443,Point,725465.822,4162518.647,67.70341424,Alive,6,Keep
